text,label
ITC stock breaks critical support level,0
Institutional selling seen in SBI,0
रिलायंस reports zero debt status,1
ITC factory fire causes major loss,0
Breaking: Govt approves tax holiday for Tata Motors,1
Huge delivery volume seen in TCS counter,1
टाटा announces bonus issue,1
रिलायंस lower circuit locked,0
Analysts give 'Strong Buy' rating to Reliance,1
HDFC Bank lower circuit locked,0
अडानी के मुनाफे में 326% की गिरावट,0
Record production achieved by टाटा in Q4,1
SBI business expansion in Middle East,1
टाटा shares fall due to tech selloff,0
SBI ने किया धमाकेदार डिविडेंड का ऐलान,1
अडानी business expansion in Middle East,1
Huge delivery volume seen in ITC counter,1
Infosys to enter 1 trillion club soon,1
Heavy selloff in Reliance as promoters exit,0
Airtel signs strategic partnership with Apple,1
Institutional selling seen in रिलायंस,0
Airtel announces bonus issue,1
अडानी reports disappointing loss,0
SBI stock touches 52-week high,1
टाटा reports zero debt status,1
TCS rating downgraded to Sell,0
Tata Motors business expansion in Middle East,1
Analysts give 'Strong Buy' rating to TCS,1
Huge delivery volume seen in एसबीआई counter,1
TCS stock touches 52-week high,1
L&T shares fall due to tech selloff,0
Analysts give 'Strong Buy' rating to Tata Motors,1
टाटा stock crash worries retail investors,0
ICICI Bank को मिला 360 करोड़ का बड़ा प्रोजेक्ट,1
Bull run continues for ICICI Bank stocks,1
गिरावट के बीच Airtel ने बाजार को संभाला,1
Weak demand for अडानी products globally,0
ITC ने किया धमाकेदार डिविडेंड का ऐलान,1
रिलायंस margin pressure increases due to inflation,0
ICICI Bank reports disappointing loss,0
ICICI Bank wins major order in USA,1
टाटा miss key ESG targets,0
L&T faces labor strike in major plant,0
SBI के शेयर रॉकेट बन गए,1
Record production achieved by Tata Motors in Q4,1
"Airtel के शेयर धड़ाम, 5% की गिरावट",0
Negative outlook for Airtel in next quarter,0
Institutional selling seen in अडानी,0
L&T के सीईओ ने दिया इस्तीफा,0
"Reliance launches new AI product, stock bullish",1
L&T wins major order in USA,1
"SBI के शेयर धड़ाम, 5% की गिरावट",0
Major recovery seen in अडानी shares today,1
FIIs increase stake in TCS,1
Reliance margin pressure increases due to inflation,0
FIIs increase stake in ITC,1
रिलायंस reports disappointing loss,0
Reliance margin pressure increases due to inflation,0
ITC ke results bhot acche rahe,1
Breaking: Govt approves tax holiday for HDFC Bank,1
Airtel fraud investigation,0
ITC stock crash worries retail investors,0
L&T के सीईओ ने दिया इस्तीफा,0
टाटा wins major order in USA,1
SEBI ने अडानी पर लगाया 214 करोड़ का जुर्माना,0
Default risk warning for Reliance bonds,0
TCS board approves buyback,1
Record production achieved by इन्फोसिस in Q4,1
इन्फोसिस faces labor strike in major plant,0
रिलायंस factory fire causes major loss,0
इन्फोसिस business expansion in Middle East,1
रिलायंस audit shows accounting irregularities,0
"रिलायंस के शेयर धड़ाम, 5% की गिरावट",0
टाटा business expansion in Middle East,1
SEBI ने अडानी पर लगाया 72 करोड़ का जुर्माना,0
Weak demand for HDFC Bank products globally,0
Huge delivery volume seen in टाटा counter,1
अडानी miss key ESG targets,0
RBI action against ICICI Bank creates panic,0
Airtel ke results bhot acche rahe,1
ITC net profit jumps to 274 crore,1
Bull run continues for Infosys stocks,1
गिरावट के बीच Airtel ने बाजार को संभाला,1
TCS wins major order in USA,1
Heavy selloff in HDFC Bank as promoters exit,0
"ITC launches new AI product, stock bullish",1
L&T ke shares me breakout ki tayari,1
Tata Motors business expansion in Middle East,1
Analysts give 'Strong Buy' rating to एसबीआई,1
Airtel stock crash worries retail investors,0
FIIs increase stake in टाटा,1
Weak demand for ICICI Bank products globally,0
एसबीआई board approves buyback,1
टाटा rating downgraded to Sell,0
ITC ने किया धमाकेदार डिविडेंड का ऐलान,1
टाटा announces bonus issue,1
Infosys signs strategic partnership with Apple,1
Infosys announces bonus issue,1
अडानी to enter 1 trillion club soon,1
Panic selling in ICICI Bank after policy change,0
अडानी के शेयर रॉकेट बन गए,1
अडानी stock price hits multi-year low,0
Tata Motors fraud investigation,0
TCS stock upgrade by Morgan Stanley,1
Reliance का मुनाफा 268% बढ़ा,1
टाटा to enter 1 trillion club soon,1
Institutional selling seen in ICICI Bank,0
रिलायंस wins major order in USA,1
गिरावट के बीच ITC ने बाजार को संभाला,1
HDFC Bank to shut down 364 non-profitable stores,0
रिलायंस ke results bhot acche rahe,1
एसबीआई net profit jumps to 229 crore,1
Tata Motors signs strategic partnership with Apple,1
Heavy selloff in टाटा as promoters exit,0
HDFC Bank stock upgrade by Morgan Stanley,1
Major recovery seen in HDFC Bank shares today,1
RBI action against TCS creates panic,0
Record production achieved by अडानी in Q4,1
Breaking: Govt approves tax holiday for इन्फोसिस,1
HDFC Bank stock touches 52-week high,1
इन्फोसिस management predicts strong growth next year,1
टाटा stock touches 52-week high,1
HDFC Bank reports zero debt status,1
एसबीआई ke shares me breakout ki tayari,1
TCS announces bonus issue,1
Huge delivery volume seen in L&T counter,1
Panic selling in TCS after policy change,0
TCS stock breaks critical support level,0
L&T announces bonus issue,1
ICICI Bank rating downgraded to Sell,0
एसबीआई board approves buyback,1
SBI to shut down 405 non-profitable stores,0
गिरावट के बीच Tata Motors ने बाजार को संभाला,1
FIIs increase stake in Reliance,1
TCS to enter 1 trillion club soon,1
FIIs increase stake in L&T,1
FIIs increase stake in Airtel,1
ICICI Bank stock touches 52-week high,1
Major recovery seen in अडानी shares today,1
"ITC के शेयर धड़ाम, 5% की गिरावट",0
Bull run continues for रिलायंस stocks,1
SBI management predicts strong growth next year,1
Airtel को मिला 380 करोड़ का बड़ा प्रोजेक्ट,1
Major recovery seen in Reliance shares today,1
एसबीआई factory fire causes major loss,0
"ICICI Bank के शेयर धड़ाम, 5% की गिरावट",0
इन्फोसिस audit shows accounting irregularities,0
Airtel margin pressure increases due to inflation,0
Tata Motors factory fire causes major loss,0
अडानी stock price hits multi-year low,0
Huge delivery volume seen in TCS counter,1
ICICI Bank lower circuit locked,0
टाटा reports disappointing loss,0
Heavy selloff in Infosys as promoters exit,0
रिलायंस lower circuit locked,0
इन्फोसिस fraud investigation,0
Analysts give 'Strong Buy' rating to टाटा,1
Reliance stock touches 52-week high,1
अडानी margin pressure increases due to inflation,0
Weak demand for रिलायंस products globally,0
Infosys stock upgrade by Morgan Stanley,1
रिलायंस announces bonus issue,1
HDFC Bank miss key ESG targets,0
इन्फोसिस के मुनाफे में 270% की गिरावट,0
Major recovery seen in Airtel shares today,1
Infosys net profit jumps to 342 crore,1
ICICI Bank fraud investigation,0
ICICI Bank net profit jumps to 235 crore,1
Huge delivery volume seen in इन्फोसिस counter,1
L&T ke shares me breakout ki tayari,1
Record production achieved by Infosys in Q4,1
रिलायंस stock upgrade by Morgan Stanley,1
इन्फोसिस to enter 1 trillion club soon,1
ITC business expansion in Middle East,1
SBI fraud investigation,0
Bull run continues for Reliance stocks,1
ITC stock breaks critical support level,0
